rxn_smiles,label,true_rxn_smiles,forward_template
CC(C)(C)OC(=O)c1c(N)sc2c1CC(C)(C)OC2.S=C=Nc1ccccc1>>CC1(C)Cc2c(sc3c2C(=O)N3)CO1,0,CC(C)(C)OC(=O)c1c(N)sc2c1CC(C)(C)OC2.S=C=Nc1ccccc1>>CC(C)(C)OC(=O)c1c(NC(=S)Nc2ccccc2)sc2c1CC(C)(C)OC2,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
CC(C)(C)OC(=O)c1c(N)sc2c1CC(C)(C)OC2.S=C=Nc1ccccc1>>CC1(C)Cc2c(sc(N)c2C(=O)O)CO1,0,CC(C)(C)OC(=O)c1c(N)sc2c1CC(C)(C)OC2.S=C=Nc1ccccc1>>CC(C)(C)OC(=O)c1c(NC(=S)Nc2ccccc2)sc2c1CC(C)(C)OC2,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
CC(C)(C)OC(=O)c1c(N)sc2c1CC(C)(C)OC2.S=C=Nc1ccccc1>>Cc1sc(N)c(C(=O)OC(C)(C)C)c1CC(C)C,0,CC(C)(C)OC(=O)c1c(N)sc2c1CC(C)(C)OC2.S=C=Nc1ccccc1>>CC(C)(C)OC(=O)c1c(NC(=S)Nc2ccccc2)sc2c1CC(C)(C)OC2,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
CC(C)(C)OC(=O)c1c(N)sc2c1CC(C)(C)OC2.S=C=Nc1ccccc1>>CC(C)(C)O,0,CC(C)(C)OC(=O)c1c(N)sc2c1CC(C)(C)OC2.S=C=Nc1ccccc1>>CC(C)(C)OC(=O)c1c(NC(=S)Nc2ccccc2)sc2c1CC(C)(C)OC2,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
CC(C)(C)OC(=O)c1c(N)sc2c1CC(C)(C)OC2.S=C=Nc1ccccc1>>Cc1c(CO)sc(N)c1C(=O)OC(C)(C)C,0,CC(C)(C)OC(=O)c1c(N)sc2c1CC(C)(C)OC2.S=C=Nc1ccccc1>>CC(C)(C)OC(=O)c1c(NC(=S)Nc2ccccc2)sc2c1CC(C)(C)OC2,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
CC(C)(C)OC(=O)c1c(N)sc2c1CC(C)(C)OC2.S=C=Nc1ccccc1>>CC(C)(O)Cc1csc(N)c1C(=O)OC(C)(C)C,0,CC(C)(C)OC(=O)c1c(N)sc2c1CC(C)(C)OC2.S=C=Nc1ccccc1>>CC(C)(C)OC(=O)c1c(NC(=S)Nc2ccccc2)sc2c1CC(C)(C)OC2,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
CC(C)(C)OC(=O)c1c(N)sc2c1CC(C)(C)OC2.S=C=Nc1ccccc1>>CC1(C)Cc2c(sc(N)c2CO)CO1,0,CC(C)(C)OC(=O)c1c(N)sc2c1CC(C)(C)OC2.S=C=Nc1ccccc1>>CC(C)(C)OC(=O)c1c(NC(=S)Nc2ccccc2)sc2c1CC(C)(C)OC2,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
CC(C)(C)OC(=O)c1c(N)sc2c1CC(C)(C)OC2.S=C=Nc1ccccc1>>CC(C)Cc1c2sc(c1C(=O)OC(C)(C)C)NC2,0,CC(C)(C)OC(=O)c1c(N)sc2c1CC(C)(C)OC2.S=C=Nc1ccccc1>>CC(C)(C)OC(=O)c1c(NC(=S)Nc2ccccc2)sc2c1CC(C)(C)OC2,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
CC(C)(C)OC(=O)c1c(N)sc2c1CC(C)(C)OC2.S=C=Nc1ccccc1>>CC1(C)Cc2c(sc(N)c2C=O)CO1,0,CC(C)(C)OC(=O)c1c(N)sc2c1CC(C)(C)OC2.S=C=Nc1ccccc1>>CC(C)(C)OC(=O)c1c(NC(=S)Nc2ccccc2)sc2c1CC(C)(C)OC2,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
Nc1nc(C(Cl)(Cl)Cl)ns1.O=C(Cl)CCl>>Nc1nc(C(Cl)Cl)ns1,0,Nc1nc(C(Cl)(Cl)Cl)ns1.O=C(Cl)CCl>>O=C(CCl)Nc1nc(C(Cl)(Cl)Cl)ns1,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
Nc1nc(C(Cl)(Cl)Cl)ns1.O=C(Cl)CCl>>O=C(Cl)CNc1nc(C(Cl)(Cl)Cl)ns1,0,Nc1nc(C(Cl)(Cl)Cl)ns1.O=C(Cl)CCl>>O=C(CCl)Nc1nc(C(Cl)(Cl)Cl)ns1,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
Nc1nc(C(Cl)(Cl)Cl)ns1.O=C(Cl)CCl>>O=CCCl,0,Nc1nc(C(Cl)(Cl)Cl)ns1.O=C(Cl)CCl>>O=C(CCl)Nc1nc(C(Cl)(Cl)Cl)ns1,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
CC(C)C[C@H]1COCC(=O)N1>>CC(C)C[C@H](N)CO,0,CC(C)C[C@H]1COCC(=O)N1>>CC(C)C[C@H]1COCCN1,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
CC(C)C[C@H]1COCC(=O)N1>>CC(C)C[C@@H](CO)NC=O,0,CC(C)C[C@H]1COCC(=O)N1>>CC(C)C[C@H]1COCCN1,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
CC(C)C[C@H]1COCC(=O)N1>>CC(C)C[CH]NC(=O)CO,0,CC(C)C[C@H]1COCC(=O)N1>>CC(C)C[C@H]1COCCN1,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
CC(C)C[C@H]1COCC(=O)N1>>CC(=O)N[C@H](C)CC(C)C,0,CC(C)C[C@H]1COCC(=O)N1>>CC(C)C[C@H]1COCCN1,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
CC1(C)O[C@H](CC#N)C[C@H](CC(=O)N(Cc2ccccc2)Cc2ccccc2)O1>>C[C@H](CC(=O)N(Cc1ccccc1)Cc1ccccc1)OC(C)(C)O,0,CC1(C)O[C@H](CC#N)C[C@H](CC(=O)N(Cc2ccccc2)Cc2ccccc2)O1>>CC1(C)O[C@H](CCN)C[C@H](CC(=O)N(Cc2ccccc2)Cc2ccccc2)O1,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
