rxn_smiles,label,true_rxn_smiles,forward_template
Fc1ccc(-c2nc3nc(Cl)ccc3n2-c2ccnc(NC3CCCC3)n2)cc1.NCc1ccccc1>>Clc1ccc2c(n1)nc(-c1ccccc1)n2-c1ccnc(NC2CCCC2)n1,0,Fc1ccc(-c2nc3nc(Cl)ccc3n2-c2ccnc(NC3CCCC3)n2)cc1.NCc1ccccc1>>Fc1ccc(-c2nc3nc(NCc4ccccc4)ccc3n2-c2ccnc(NC3CCCC3)n2)cc1,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
Fc1ccc(-c2nc3nc(Cl)ccc3n2-c2ccnc(NC3CCCC3)n2)cc1.NCc1ccccc1>>Clc1ccc2c(n1)nc1n2-c2ccnc(n2)-n(C2CCCC2)-c2ccc-1cc2,0,Fc1ccc(-c2nc3nc(Cl)ccc3n2-c2ccnc(NC3CCCC3)n2)cc1.NCc1ccccc1>>Fc1ccc(-c2nc3nc(NCc4ccccc4)ccc3n2-c2ccnc(NC3CCCC3)n2)cc1,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
Fc1ccc(-c2nc3nc(Cl)ccc3n2-c2ccnc(NC3CCCC3)n2)cc1.NCc1ccccc1>>Fc1ccc(-c2nc3nc4ccc3n2c2ccnc(n2)n4C2CCCC2)cc1,0,Fc1ccc(-c2nc3nc(Cl)ccc3n2-c2ccnc(NC3CCCC3)n2)cc1.NCc1ccccc1>>Fc1ccc(-c2nc3nc(NCc4ccccc4)ccc3n2-c2ccnc(NC3CCCC3)n2)cc1,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
Fc1ccc(-c2nc3nc(Cl)ccc3n2-c2ccnc(NC3CCCC3)n2)cc1.NCc1ccccc1>>Fc1ccc(-c2nc3ncccc3n2-c2ccnc(NC3CCCC3)n2)cc1,0,Fc1ccc(-c2nc3nc(Cl)ccc3n2-c2ccnc(NC3CCCC3)n2)cc1.NCc1ccccc1>>Fc1ccc(-c2nc3nc(NCc4ccccc4)ccc3n2-c2ccnc(NC3CCCC3)n2)cc1,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
Fc1ccc(-c2nc3nc(Cl)ccc3n2-c2ccnc(NC3CCCC3)n2)cc1.NCc1ccccc1>>Clc1ccc2c(n1)nc(-c1ccc(NCc3ccccc3)cc1)n2-c1ccnc(NC2CCCC2)n1,0,Fc1ccc(-c2nc3nc(Cl)ccc3n2-c2ccnc(NC3CCCC3)n2)cc1.NCc1ccccc1>>Fc1ccc(-c2nc3nc(NCc4ccccc4)ccc3n2-c2ccnc(NC3CCCC3)n2)cc1,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
O=[N+]([O-])c1cccnc1N1CCNCC1>>O=[N+]([O-])C1=C(N2CCNCC2)NCCC1,0,O=[N+]([O-])c1cccnc1N1CCNCC1>>Nc1cccnc1N1CCNCC1,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
OC/C=C/c1cccc(F)c1>>OC/C=C/c1ccccc1,0,OC/C=C/c1cccc(F)c1>>O=C/C=C/c1cccc(F)c1,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
OC/C=C/c1cccc(F)c1>>C1=Cc2cccc(c2)OC1,0,OC/C=C/c1cccc(F)c1>>O=C/C=C/c1cccc(F)c1,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
OC/C=C/c1cccc(F)c1>>C/C=C/c1cccc(F)c1,0,OC/C=C/c1cccc(F)c1>>O=C/C=C/c1cccc(F)c1,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
OC/C=C/c1cccc(F)c1>>OCCCc1cccc(F)c1,0,OC/C=C/c1cccc(F)c1>>O=C/C=C/c1cccc(F)c1,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
