rxn_smiles,label,true_rxn_smiles,forward_template
COC(=O)CCl.Cc1ccc(COc2cccc(N)c2)cc1>>Cc1ccc(COc2cccc(NC(=O)CCl)c2)cc1,0,COC(=O)CCl.Cc1ccc(COc2cccc(N)c2)cc1>>COC(=O)CNc1cccc(OCc2ccc(C)cc2)c1,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
COC(=O)CCl.Cc1ccc(COc2cccc(N)c2)cc1>>Nc1ccccc1,0,COC(=O)CCl.Cc1ccc(COc2cccc(N)c2)cc1>>COC(=O)CNc1cccc(OCc2ccc(C)cc2)c1,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
COC(=O)CCl.Cc1ccc(COc2cccc(N)c2)cc1>>c1cc2cc(c1)N2,0,COC(=O)CCl.Cc1ccc(COc2cccc(N)c2)cc1>>COC(=O)CNc1cccc(OCc2ccc(C)cc2)c1,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
COC(=O)CCl.Cc1ccc(COc2cccc(N)c2)cc1>>OCCCl,0,COC(=O)CCl.Cc1ccc(COc2cccc(N)c2)cc1>>COC(=O)CNc1cccc(OCc2ccc(C)cc2)c1,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
COC(=O)CCl.Cc1ccc(COc2cccc(N)c2)cc1>>Cc1ccc(CNc2ccccc2)cc1,0,COC(=O)CCl.Cc1ccc(COc2cccc(N)c2)cc1>>COC(=O)CNc1cccc(OCc2ccc(C)cc2)c1,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
COC(=O)CCl.Cc1ccc(COc2cccc(N)c2)cc1>>O=CCCl,0,COC(=O)CCl.Cc1ccc(COc2cccc(N)c2)cc1>>COC(=O)CNc1cccc(OCc2ccc(C)cc2)c1,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
COC(=O)CCl.Cc1ccc(COc2cccc(N)c2)cc1>>Nc1cccc(O)c1,0,COC(=O)CCl.Cc1ccc(COc2cccc(N)c2)cc1>>COC(=O)CNc1cccc(OCc2ccc(C)cc2)c1,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
COC(=O)CCl.Cc1ccc(COc2cccc(N)c2)cc1>>O=C(O)CCl,0,COC(=O)CCl.Cc1ccc(COc2cccc(N)c2)cc1>>COC(=O)CNc1cccc(OCc2ccc(C)cc2)c1,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
COC(=O)CCl.Cc1ccc(COc2cccc(N)c2)cc1>>CO,0,COC(=O)CCl.Cc1ccc(COc2cccc(N)c2)cc1>>COC(=O)CNc1cccc(OCc2ccc(C)cc2)c1,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
C=CCc1cc(NC(=O)C(F)(F)F)cc(CC=C)c1C>>C=CCc1cc(NC(=O)C(F)(F)F)cc(CCC)c1C,0,C=CCc1cc(NC(=O)C(F)(F)F)cc(CC=C)c1C>>C=CCc1cc(N)cc(CC=C)c1C,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
