rxn_smiles,label,true_rxn_smiles,forward_template
O=[N+]([O-])c1ccc(COCCn2ccnn2)cc1>>CCn1ccnn1,0,O=[N+]([O-])c1ccc(COCCn2ccnn2)cc1>>Nc1ccc(COCCn2ccnn2)cc1,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
O=[N+]([O-])c1ccc(COCCn2ccnn2)cc1>>O=[N+]([O-])c1ccc(CO)cc1,0,O=[N+]([O-])c1ccc(COCCn2ccnn2)cc1>>Nc1ccc(COCCn2ccnn2)cc1,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
O=[N+]([O-])c1ccc(COCCn2ccnn2)cc1>>OCCn1ccnn1,0,O=[N+]([O-])c1ccc(COCCn2ccnn2)cc1>>Nc1ccc(COCCn2ccnn2)cc1,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
CC(C)(C)OC(=O)NCc1cccc(CO)c1.O=C(Nc1cccc2c1C(=O)NC2=O)c1ccc(Cl)s1>>[NH3+]Cc1cccc(CO)c1,0,CC(C)(C)OC(=O)NCc1cccc(CO)c1.O=C(Nc1cccc2c1C(=O)NC2=O)c1ccc(Cl)s1>>CC(C)(C)OC(=O)NCc1cccc(CN2C(=O)c3cccc(NC(=O)c4ccc(Cl)s4)c3C2=O)c1,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
CC(C)(C)OC(=O)NCc1cccc(CO)c1.O=C(Nc1cccc2c1C(=O)NC2=O)c1ccc(Cl)s1>>CC(C)(C)O,0,CC(C)(C)OC(=O)NCc1cccc(CO)c1.O=C(Nc1cccc2c1C(=O)NC2=O)c1ccc(Cl)s1>>CC(C)(C)OC(=O)NCc1cccc(CN2C(=O)c3cccc(NC(=O)c4ccc(Cl)s4)c3C2=O)c1,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
CC(C)(C)OC(=O)NCc1cccc(CO)c1.O=C(Nc1cccc2c1C(=O)NC2=O)c1ccc(Cl)s1>>O=C1NC(=O)c2c(NCc3ccc(Cl)s3)cccc21,0,CC(C)(C)OC(=O)NCc1cccc(CO)c1.O=C(Nc1cccc2c1C(=O)NC2=O)c1ccc(Cl)s1>>CC(C)(C)OC(=O)NCc1cccc(CN2C(=O)c3cccc(NC(=O)c4ccc(Cl)s4)c3C2=O)c1,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
CC(C)(C)OC(=O)NCc1cccc(CO)c1.O=C(Nc1cccc2c1C(=O)NC2=O)c1ccc(Cl)s1>>O=C(Nc1cccc2c1C(=O)NC2)c1ccc(Cl)s1,0,CC(C)(C)OC(=O)NCc1cccc(CO)c1.O=C(Nc1cccc2c1C(=O)NC2=O)c1ccc(Cl)s1>>CC(C)(C)OC(=O)NCc1cccc(CN2C(=O)c3cccc(NC(=O)c4ccc(Cl)s4)c3C2=O)c1,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
CC(C)(C)OC(=O)NCc1cccc(CO)c1.O=C(Nc1cccc2c1C(=O)NC2=O)c1ccc(Cl)s1>>O=C(Nc1cccc2c1C(O)NC2=O)c1ccc(Cl)s1,0,CC(C)(C)OC(=O)NCc1cccc(CO)c1.O=C(Nc1cccc2c1C(=O)NC2=O)c1ccc(Cl)s1>>CC(C)(C)OC(=O)NCc1cccc(CN2C(=O)c3cccc(NC(=O)c4ccc(Cl)s4)c3C2=O)c1,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
CC(C)(C)OC(=O)NCc1cccc(CO)c1.O=C(Nc1cccc2c1C(=O)NC2=O)c1ccc(Cl)s1>>CC(C)(C)OC(=O)NCc1cccc(COc2ccc(C(=O)Nc3cccc4c3C(=O)NC4=O)s2)c1,0,CC(C)(C)OC(=O)NCc1cccc(CO)c1.O=C(Nc1cccc2c1C(=O)NC2=O)c1ccc(Cl)s1>>CC(C)(C)OC(=O)NCc1cccc(CN2C(=O)c3cccc(NC(=O)c4ccc(Cl)s4)c3C2=O)c1,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
CC(C)(C)OC(=O)NCc1cccc(CO)c1.O=C(Nc1cccc2c1C(=O)NC2=O)c1ccc(Cl)s1>>NCc1cccc(CO)c1,0,CC(C)(C)OC(=O)NCc1cccc(CO)c1.O=C(Nc1cccc2c1C(=O)NC2=O)c1ccc(Cl)s1>>CC(C)(C)OC(=O)NCc1cccc(CN2C(=O)c3cccc(NC(=O)c4ccc(Cl)s4)c3C2=O)c1,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
