rxn_smiles,label,true_rxn_smiles,forward_template
COc1ccc2c(C(=O)O)cccc2c1Br>>O=C(O)c1cccc2c(Br)cccc12,0,COc1ccc2c(C(=O)O)cccc2c1Br>>O=C(O)c1cccc2c(Br)c(O)ccc12,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
COc1ccc2c(C(=O)O)cccc2c1Br>>COc1ccc2c(CO)cccc2c1Br,0,COc1ccc2c(C(=O)O)cccc2c1Br>>O=C(O)c1cccc2c(Br)c(O)ccc12,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
COc1ccc2c(C(=O)O)cccc2c1Br>>COc1ccc2c(C=O)cccc2c1Br,0,COc1ccc2c(C(=O)O)cccc2c1Br>>O=C(O)c1cccc2c(Br)c(O)ccc12,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
COc1ccc2c(C(=O)O)cccc2c1Br>>COc1ccc2c3cccc2c1oc3=O,0,COc1ccc2c(C(=O)O)cccc2c1Br>>O=C(O)c1cccc2c(Br)c(O)ccc12,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
COc1ccc2c(C(=O)O)cccc2c1Br>>COc1ccc2c(C(=O)O)cccc2c1,0,COc1ccc2c(C(=O)O)cccc2c1Br>>O=C(O)c1cccc2c(Br)c(O)ccc12,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
COc1ccc2c(C(=O)O)cccc2c1Br>>COc1ccc2c(c1Br)=CCCC=2C(=O)O,0,COc1ccc2c(C(=O)O)cccc2c1Br>>O=C(O)c1cccc2c(Br)c(O)ccc12,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
COc1ccc2c(C(=O)O)cccc2c1Br>>O=C1Oc2ccc3c1cccc3c2Br,0,COc1ccc2c(C(=O)O)cccc2c1Br>>O=C(O)c1cccc2c(Br)c(O)ccc12,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
COc1ccc2c(C(=O)O)cccc2c1Br>>COC(=O)c1cccc2c(Br)cccc12,0,COc1ccc2c(C(=O)O)cccc2c1Br>>O=C(O)c1cccc2c(Br)c(O)ccc12,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
Cc1noc(N)c1Br.O=S(=O)(Cl)c1ccc(Br)s1>>Cc1cc(N)on1,0,Cc1noc(N)c1Br.O=S(=O)(Cl)c1ccc(Br)s1>>Cc1noc(NS(=O)(=O)c2ccc(Br)s2)c1Br,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
Cc1noc(N)c1Br.O=S(=O)(Cl)c1ccc(Br)s1>>Cc1noc(N)c1-c1ccc(S(=O)(=O)Cl)s1,0,Cc1noc(N)c1Br.O=S(=O)(Cl)c1ccc(Br)s1>>Cc1noc(NS(=O)(=O)c2ccc(Br)s2)c1Br,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
