rxn_smiles,label,true_rxn_smiles,forward_template
C=CCOc1c(Cl)cccc1C(=O)NC1(C(=O)OCC)Cc2ccccc2C1>>CCCOc1c(Cl)cccc1C(=O)NC1(C(=O)OCC)Cc2ccccc2C1,0,C=CCOc1c(Cl)cccc1C(=O)NC1(C(=O)OCC)Cc2ccccc2C1>>C=CCOc1c(Cl)cccc1C(=O)NC1(C(=O)O)Cc2ccccc2C1,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
C=CCOc1c(Cl)cccc1C(=O)NC1(C(=O)OCC)Cc2ccccc2C1>>C=CCOc1c2cccc1N(C1(C(=O)OCC)Cc3ccccc3C1)C2=O,0,C=CCOc1c(Cl)cccc1C(=O)NC1(C(=O)OCC)Cc2ccccc2C1>>C=CCOc1c(Cl)cccc1C(=O)NC1(C(=O)O)Cc2ccccc2C1,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
C=CCOc1c(Cl)cccc1C(=O)NC1(C(=O)OCC)Cc2ccccc2C1>>C=CCOc1c(Cl)cccc1C(=O)N(CC)C1(C=O)Cc2ccccc2C1,0,C=CCOc1c(Cl)cccc1C(=O)NC1(C(=O)OCC)Cc2ccccc2C1>>C=CCOc1c(Cl)cccc1C(=O)NC1(C(=O)O)Cc2ccccc2C1,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
C=CCOc1c(Cl)cccc1C(=O)NC1(C(=O)OCC)Cc2ccccc2C1>>CCOC(=O)C1(N2C(=O)c3cccc(Cl)c32)Cc2ccccc2C1,0,C=CCOc1c(Cl)cccc1C(=O)NC1(C(=O)OCC)Cc2ccccc2C1>>C=CCOc1c(Cl)cccc1C(=O)NC1(C(=O)O)Cc2ccccc2C1,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
C=CCOc1c(Cl)cccc1C(=O)NC1(C(=O)OCC)Cc2ccccc2C1>>CCOC(=O)C1(N)Cc2ccccc2C1,0,C=CCOc1c(Cl)cccc1C(=O)NC1(C(=O)OCC)Cc2ccccc2C1>>C=CCOc1c(Cl)cccc1C(=O)NC1(C(=O)O)Cc2ccccc2C1,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
C=CCOc1c(Cl)cccc1C(=O)NC1(C(=O)OCC)Cc2ccccc2C1>>C=CCOc1c(Cl)cccc1C(=O)NC1(C=O)Cc2ccccc2C1,0,C=CCOc1c(Cl)cccc1C(=O)NC1(C(=O)OCC)Cc2ccccc2C1>>C=CCOc1c(Cl)cccc1C(=O)NC1(C(=O)O)Cc2ccccc2C1,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
C=CCOc1c(Cl)cccc1C(=O)NC1(C(=O)OCC)Cc2ccccc2C1>>C=CCOc1c(Cl)cccc1CNC1(C(=O)OCC)Cc2ccccc2C1,0,C=CCOc1c(Cl)cccc1C(=O)NC1(C(=O)OCC)Cc2ccccc2C1>>C=CCOc1c(Cl)cccc1C(=O)NC1(C(=O)O)Cc2ccccc2C1,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
C=CCOc1c(Cl)cccc1C(=O)NC1(C(=O)OCC)Cc2ccccc2C1>>CC,0,C=CCOc1c(Cl)cccc1C(=O)NC1(C(=O)OCC)Cc2ccccc2C1>>C=CCOc1c(Cl)cccc1C(=O)NC1(C(=O)O)Cc2ccccc2C1,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
C=CCOc1c(Cl)cccc1C(=O)NC1(C(=O)OCC)Cc2ccccc2C1>>CCO,0,C=CCOc1c(Cl)cccc1C(=O)NC1(C(=O)OCC)Cc2ccccc2C1>>C=CCOc1c(Cl)cccc1C(=O)NC1(C(=O)O)Cc2ccccc2C1,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
C=CCOc1c(Cl)cccc1C(=O)NC1(C(=O)OCC)Cc2ccccc2C1>>C=CC,0,C=CCOc1c(Cl)cccc1C(=O)NC1(C(=O)OCC)Cc2ccccc2C1>>C=CCOc1c(Cl)cccc1C(=O)NC1(C(=O)O)Cc2ccccc2C1,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
C=CCOc1c(Cl)cccc1C(=O)NC1(C(=O)OCC)Cc2ccccc2C1>>CCOC(=O)C1(NC(=O)c2cccc(Cl)c2O)Cc2ccccc2C1,0,C=CCOc1c(Cl)cccc1C(=O)NC1(C(=O)OCC)Cc2ccccc2C1>>C=CCOc1c(Cl)cccc1C(=O)NC1(C(=O)O)Cc2ccccc2C1,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
