rxn_smiles,label,true_rxn_smiles,forward_template
CO.NC[C@H](NC(=O)OCc1ccccc1)C(=O)O>>NC[C@@H](C(=O)O)N(C=O)Cc1ccccc1,0,CO.NC[C@H](NC(=O)OCc1ccccc1)C(=O)O>>COC(=O)[C@H](CN)NC(=O)OCc1ccccc1,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
CO.NC[C@H](NC(=O)OCc1ccccc1)C(=O)O>>O=C(N[C@H]1CNC1=O)OCc1ccccc1,0,CO.NC[C@H](NC(=O)OCc1ccccc1)C(=O)O>>COC(=O)[C@H](CN)NC(=O)OCc1ccccc1,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
CO.NC[C@H](NC(=O)OCc1ccccc1)C(=O)O>>NC[C@@H](C=O)NC(=O)OCc1ccccc1,0,CO.NC[C@H](NC(=O)OCc1ccccc1)C(=O)O>>COC(=O)[C@H](CN)NC(=O)OCc1ccccc1,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
CO.NC[C@H](NC(=O)OCc1ccccc1)C(=O)O>>NC[C@H](N)C(=O)O,0,CO.NC[C@H](NC(=O)OCc1ccccc1)C(=O)O>>COC(=O)[C@H](CN)NC(=O)OCc1ccccc1,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
CO.NC[C@H](NC(=O)OCc1ccccc1)C(=O)O>>OCc1ccccc1,0,CO.NC[C@H](NC(=O)OCc1ccccc1)C(=O)O>>COC(=O)[C@H](CN)NC(=O)OCc1ccccc1,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
CO.NC[C@H](NC(=O)OCc1ccccc1)C(=O)O>>NC[C@H](NC=O)C(=O)OCc1ccccc1,0,CO.NC[C@H](NC(=O)OCc1ccccc1)C(=O)O>>COC(=O)[C@H](CN)NC(=O)OCc1ccccc1,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
CO.NC[C@H](NC(=O)OCc1ccccc1)C(=O)O>>O=CN[C@@H](CNCc1ccccc1)C(=O)O,0,CO.NC[C@H](NC(=O)OCc1ccccc1)C(=O)O>>COC(=O)[C@H](CN)NC(=O)OCc1ccccc1,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
CO.NC[C@H](NC(=O)OCc1ccccc1)C(=O)O>>NC[C@H](NC(=O)O)C(=O)O,0,CO.NC[C@H](NC(=O)OCc1ccccc1)C(=O)O>>COC(=O)[C@H](CN)NC(=O)OCc1ccccc1,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
CO.NC[C@H](NC(=O)OCc1ccccc1)C(=O)O>>CNC[C@H](NC(=O)OCc1ccccc1)C(=O)O,0,CO.NC[C@H](NC(=O)OCc1ccccc1)C(=O)O>>COC(=O)[C@H](CN)NC(=O)OCc1ccccc1,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
CO.NC[C@H](NC(=O)OCc1ccccc1)C(=O)O>>NC[C@@H](CO)NC(=O)OCc1ccccc1,0,CO.NC[C@H](NC(=O)OCc1ccccc1)C(=O)O>>COC(=O)[C@H](CN)NC(=O)OCc1ccccc1,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
