rxn_smiles,label,true_rxn_smiles,forward_template
COC(=O)[C@H](CNC(=O)c1cccs1)NC(=O)c1c(C)nc(NCCCc2cccc(O)c2)nc1C>>Cc1nc(NCCCc2cccc(O)c2)nc(C)c1C(=O)N[C@H]1CN(C(=O)c2cccs2)C1=O,0,COC(=O)[C@H](CNC(=O)c1cccs1)NC(=O)c1c(C)nc(NCCCc2cccc(O)c2)nc1C>>Cc1nc(NCCCc2cccc(O)c2)nc(C)c1C(=O)N[C@@H](CNC(=O)c1cccs1)C(=O)O,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
COC(=O)[C@H](CNC(=O)c1cccs1)NC(=O)c1c(C)nc(NCCCc2cccc(O)c2)nc1C>>COC(=O)[C@@H]1CN(C(=O)c2cccs2)c2cccc(c2)CCCNc2nc(C)c(c(C)n2)C(=O)N1,0,COC(=O)[C@H](CNC(=O)c1cccs1)NC(=O)c1c(C)nc(NCCCc2cccc(O)c2)nc1C>>Cc1nc(NCCCc2cccc(O)c2)nc(C)c1C(=O)N[C@@H](CNC(=O)c1cccs1)C(=O)O,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
COC(=O)[C@H](CNC(=O)c1cccs1)NC(=O)c1c(C)nc(NCCCc2cccc(O)c2)nc1C>>COC(=O)[C@H](CNC(=O)C1=CCCS1)NC(=O)c1c(C)nc(NCCCc2cccc(O)c2)nc1C,0,COC(=O)[C@H](CNC(=O)c1cccs1)NC(=O)c1c(C)nc(NCCCc2cccc(O)c2)nc1C>>Cc1nc(NCCCc2cccc(O)c2)nc(C)c1C(=O)N[C@@H](CNC(=O)c1cccs1)C(=O)O,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
COC(=O)[C@H](CNC(=O)c1cccs1)NC(=O)c1c(C)nc(NCCCc2cccc(O)c2)nc1C>>COC(=O)[C@H](CNC(=O)c1cccs1)NCc1c(C)nc(NCCCc2cccc(O)c2)nc1C,0,COC(=O)[C@H](CNC(=O)c1cccs1)NC(=O)c1c(C)nc(NCCCc2cccc(O)c2)nc1C>>Cc1nc(NCCCc2cccc(O)c2)nc(C)c1C(=O)N[C@@H](CNC(=O)c1cccs1)C(=O)O,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
COC(=O)[C@H](CNC(=O)c1cccs1)NC(=O)c1c(C)nc(NCCCc2cccc(O)c2)nc1C>>Cc1nc2nc(C)c1C(=O)N[C@@H](CNC(=O)c1cccs1)C(=O)Oc1cccc(c1)CCCN2,0,COC(=O)[C@H](CNC(=O)c1cccs1)NC(=O)c1c(C)nc(NCCCc2cccc(O)c2)nc1C>>Cc1nc(NCCCc2cccc(O)c2)nc(C)c1C(=O)N[C@@H](CNC(=O)c1cccs1)C(=O)O,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
COC(=O)[C@H](CNC(=O)c1cccs1)NC(=O)c1c(C)nc(NCCCc2cccc(O)c2)nc1C>>CO,0,COC(=O)[C@H](CNC(=O)c1cccs1)NC(=O)c1c(C)nc(NCCCc2cccc(O)c2)nc1C>>Cc1nc(NCCCc2cccc(O)c2)nc(C)c1C(=O)N[C@@H](CNC(=O)c1cccs1)C(=O)O,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
COC(=O)[C@H](CNC(=O)c1cccs1)NC(=O)c1c(C)nc(NCCCc2cccc(O)c2)nc1C>>COC(=O)[C@H](CNC(=O)c1cccs1)N1C(=O)c2c(C)nc(nc2C)NCCCc2cccc1c2,0,COC(=O)[C@H](CNC(=O)c1cccs1)NC(=O)c1c(C)nc(NCCCc2cccc(O)c2)nc1C>>Cc1nc(NCCCc2cccc(O)c2)nc(C)c1C(=O)N[C@@H](CNC(=O)c1cccs1)C(=O)O,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
COC(=O)[C@H](CNC(=O)c1cccs1)NC(=O)c1c(C)nc(NCCCc2cccc(O)c2)nc1C>>Cc1nc(NCCCc2cccc(O)c2)nc(C)c1C(=O)N(C)[C@H](C=O)CNC(=O)c1cccs1,0,COC(=O)[C@H](CNC(=O)c1cccs1)NC(=O)c1c(C)nc(NCCCc2cccc(O)c2)nc1C>>Cc1nc(NCCCc2cccc(O)c2)nc(C)c1C(=O)N[C@@H](CNC(=O)c1cccs1)C(=O)O,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
COC(=O)[C@H](CNC(=O)c1cccs1)NC(=O)c1c(C)nc(NCCCc2cccc(O)c2)nc1C>>Cc1nc(NCCCc2cccc(O)c2)nc(C)c1C(=O)N[C@H](C=O)CNC(=O)c1cccs1,0,COC(=O)[C@H](CNC(=O)c1cccs1)NC(=O)c1c(C)nc(NCCCc2cccc(O)c2)nc1C>>Cc1nc(NCCCc2cccc(O)c2)nc(C)c1C(=O)N[C@@H](CNC(=O)c1cccs1)C(=O)O,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
COC(=O)[C@H](CNC(=O)c1cccs1)NC(=O)c1c(C)nc(NCCCc2cccc(O)c2)nc1C>>COC(=O)[C@H](CNCc1cccs1)NC(=O)c1c(C)nc(NCCCc2cccc(O)c2)nc1C,0,COC(=O)[C@H](CNC(=O)c1cccs1)NC(=O)c1c(C)nc(NCCCc2cccc(O)c2)nc1C>>Cc1nc(NCCCc2cccc(O)c2)nc(C)c1C(=O)N[C@@H](CNC(=O)c1cccs1)C(=O)O,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
