rxn_smiles,label,true_rxn_smiles,forward_template
C=O.CCCCC/C=C\C/C=C\CCCCCCCCOC(OCCCCCCCC/C=C\C/C=C\CCCCC)[C@H]1CCCN1>>CCCCC/C=C\C/C=C\CCCCCCCCO,0,C=O.CCCCC/C=C\C/C=C\CCCCCCCCOC(OCCCCCCCC/C=C\C/C=C\CCCCC)[C@H]1CCCN1>>CCCCC/C=C\C/C=C\CCCCCCCCOC(OCCCCCCCC/C=C\C/C=C\CCCCC)[C@H]1CCCN1C,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
C=O.CCCCC/C=C\C/C=C\CCCCCCCCOC(OCCCCCCCC/C=C\C/C=C\CCCCC)[C@H]1CCCN1>>O=C[C@H]1CCCN1,0,C=O.CCCCC/C=C\C/C=C\CCCCCCCCOC(OCCCCCCCC/C=C\C/C=C\CCCCC)[C@H]1CCCN1>>CCCCC/C=C\C/C=C\CCCCCCCCOC(OCCCCCCCC/C=C\C/C=C\CCCCC)[C@H]1CCCN1C,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
C=O.CCCCC/C=C\C/C=C\CCCCCCCCOC(OCCCCCCCC/C=C\C/C=C\CCCCC)[C@H]1CCCN1>>CCCCC/C=C\C/C=C\CCCCCCCCOC[C@H]1CCCN1CCCCCCCC/C=C\C/C=C\CCCCC,0,C=O.CCCCC/C=C\C/C=C\CCCCCCCCOC(OCCCCCCCC/C=C\C/C=C\CCCCC)[C@H]1CCCN1>>CCCCC/C=C\C/C=C\CCCCCCCCOC(OCCCCCCCC/C=C\C/C=C\CCCCC)[C@H]1CCCN1C,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
C=O.CCCCC/C=C\C/C=C\CCCCCCCCOC(OCCCCCCCC/C=C\C/C=C\CCCCC)[C@H]1CCCN1>>CCCCC/C=C\C/C=C\CCCCCCCCOC(O)[C@H]1CCCN1,0,C=O.CCCCC/C=C\C/C=C\CCCCCCCCOC(OCCCCCCCC/C=C\C/C=C\CCCCC)[C@H]1CCCN1>>CCCCC/C=C\C/C=C\CCCCCCCCOC(OCCCCCCCC/C=C\C/C=C\CCCCC)[C@H]1CCCN1C,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
C=O.CCCCC/C=C\C/C=C\CCCCCCCCOC(OCCCCCCCC/C=C\C/C=C\CCCCC)[C@H]1CCCN1>>CCCCC/C=C\C/C=C\CCCCCCCCOC[C@H]1CCCN1,0,C=O.CCCCC/C=C\C/C=C\CCCCCCCCOC(OCCCCCCCC/C=C\C/C=C\CCCCC)[C@H]1CCCN1>>CCCCC/C=C\C/C=C\CCCCCCCCOC(OCCCCCCCC/C=C\C/C=C\CCCCC)[C@H]1CCCN1C,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
C=O.CCCCC/C=C\C/C=C\CCCCCCCCOC(OCCCCCCCC/C=C\C/C=C\CCCCC)[C@H]1CCCN1>>CCCCC/C=C\C/C=C\CCCCCCCC,0,C=O.CCCCC/C=C\C/C=C\CCCCCCCCOC(OCCCCCCCC/C=C\C/C=C\CCCCC)[C@H]1CCCN1>>CCCCC/C=C\C/C=C\CCCCCCCCOC(OCCCCCCCC/C=C\C/C=C\CCCCC)[C@H]1CCCN1C,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
CCOC(=O)CCCCCCN1C(=O)CC[C@@H]1CCC(O)c1ccc(-c2ccccc2C)o1>>Cc1ccccc1-c1ccc(C(O)CC[C@H]2CCC(=O)N2CCCCCCCO)o1,0,CCOC(=O)CCCCCCN1C(=O)CC[C@@H]1CCC(O)c1ccc(-c2ccccc2C)o1>>Cc1ccccc1-c1ccc(C(O)CC[C@H]2CCC(=O)N2CCCCCCC(=O)O)o1,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
CCOC(=O)CCCCCCN1C(=O)CC[C@@H]1CCC(O)c1ccc(-c2ccccc2C)o1>>CCOC(=O)CCCCCCN1CCC[C@@H]1CCC(O)c1ccc(-c2ccccc2C)o1,0,CCOC(=O)CCCCCCN1C(=O)CC[C@@H]1CCC(O)c1ccc(-c2ccccc2C)o1>>Cc1ccccc1-c1ccc(C(O)CC[C@H]2CCC(=O)N2CCCCCCC(=O)O)o1,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
CCOC(=O)CCCCCCN1C(=O)CC[C@@H]1CCC(O)c1ccc(-c2ccccc2C)o1>>CCO,0,CCOC(=O)CCCCCCN1C(=O)CC[C@@H]1CCC(O)c1ccc(-c2ccccc2C)o1>>Cc1ccccc1-c1ccc(C(O)CC[C@H]2CCC(=O)N2CCCCCCC(=O)O)o1,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
CCOC(=O)CCCCCCN1C(=O)CC[C@@H]1CCC(O)c1ccc(-c2ccccc2C)o1>>Cc1ccccc1-c1ccc(C(O)CC[C@H]2CCC(=O)N2CCCCCCC=O)o1,0,CCOC(=O)CCCCCCN1C(=O)CC[C@@H]1CCC(O)c1ccc(-c2ccccc2C)o1>>Cc1ccccc1-c1ccc(C(O)CC[C@H]2CCC(=O)N2CCCCCCC(=O)O)o1,(Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4])>>([#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2])
